"Customer_ID";"Order_ID";"Order_Date";"Customer_First_Name";"Customer_Second_Name";"Region";"Product_Name";"Quantity_Purchased";"Cost_Per_Item";"Total_Sales"
244;344;"9/1/2019";"Avesh";"Khan";"APAC";"Washing Liquid";100;" $1,059.41 ";" $105,941.18 "
245;345;"9/2/2019";"Ruturaj";"Gaikwad";"APAC";"Detergent";110;" $1,063.53 ";" $116,988.24 "
246;346;"9/3/2019";"Ravi";"Bishnoi";"APAC";"Diapers";120;" $1,067.65 ";" $128,117.65 "
247;347;"9/4/2019";"Shahbaz";"Ahmed";"APAC";"Comb";130;" $1,071.76 ";" $139,329.41 "
248;348;"9/5/2019";"Arshdeep";"Singh";"APAC";"Utensils";10;" $1,075.88 ";" $10,758.82 "
249;349;"9/6/2019";"Umran";"Malik";"APAC";"Vegetables";20;" $1,080.00 ";" $21,600.00 "
250;350;"9/7/2019";"Kuldeep";"Sen";"APAC";"Fruits";30;" $1,084.12 ";" $32,523.53 "
251;351;"9/8/2019";"Mohammed";"Siraj";"APAC";"Soap";40;" $1,088.24 ";" $43,529.41 "
252;352;"9/9/2019";"Vijay";"Shankar";"APAC";"Shampoo";50;" $1,092.35 ";" $54,617.65 "
253;353;"9/10/2019";"Shubman";"Gill";"APAC";"Powder";60;" $1,096.47 ";" $65,788.24 "
254;354;"9/11/2019";"Shivam";"Dube";"APAC";"Washing Liquid";70;" $1,100.59 ";" $77,041.18 "
255;355;"9/12/2019";"Navdeep";"Saini";"APAC";"Detergent";80;" $1,104.71 ";" $88,376.47 "
256;356;"9/13/2019";"Mayank";"Agarwal";"APAC";"Diapers";90;" $1,108.82 ";" $99,794.12 "
257;357;"9/14/2019";"Prithvi";"Shaw";"APAC";"Comb";100;" $1,112.94 ";" $111,294.12 "
258;358;"9/15/2019";"T.";"Natarajan";"APAC";"Utensils";110;" $1,117.06 ";" $122,876.47 "
259;359;"9/16/2019";"Krunal";"Pandya";"APAC";"Vegetables";120;" $1,121.18 ";" $134,541.18 "
260;360;"9/17/2019";"Prasidh";"Krishna";"APAC";"Fruits";130;" $1,125.29 ";" $146,288.24 "
261;361;"9/18/2019";"Ishan";"Kishandagger";"APAC";"Soap";10;" $1,129.41 ";" $11,294.12 "
262;362;"9/19/2019";"Suryakumar";"Yadav";"APAC";"Shampoo";20;" $1,133.53 ";" $22,670.59 "
263;363;"9/20/2019";"Rahul";"Chahar";"APAC";"Powder";30;" $1,137.65 ";" $34,129.41 "
264;364;"9/21/2019";"Krishnappa";"Gowtham";"APAC";"Washing Liquid";40;" $1,141.76 ";" $45,670.59 "
265;365;"9/22/2019";"Nitish";"Rana";"APAC";"Detergent";50;" $1,145.88 ";" $57,294.12 "
266;366;"9/23/2019";"Chetan";"Sakariya";"APAC";"Diapers";60;" $1,150.00 ";" $69,000.00 "
267;367;"9/24/2019";"Sanju";"Samsondagger";"APAC";"Comb";70;" $1,154.12 ";" $80,788.24 "
268;368;"9/25/2019";"Venkatesh";"Iyer";"APAC";"Utensils";80;" $1,158.24 ";" $92,658.82 "
269;369;"9/26/2019";"Deepak";"Hooda";"APAC";"Vegetables";90;" $1,162.35 ";" $104,611.76 "
270;370;"9/27/2019";"Avesh";"Khan";"APAC";"Fruits";100;" $1,166.47 ";" $116,647.06 "
271;371;"9/28/2019";"Ruturaj";"Gaikwad";"APAC";"Soap";110;" $1,170.59 ";" $128,764.71 "
272;372;"9/29/2019";"Ravi";"Bishnoi";"APAC";"Shampoo";120;" $1,174.71 ";" $140,964.71 "
273;373;"9/30/2019";"Shahbaz";"Ahmed";"APAC";"Powder";130;" $1,178.82 ";" $153,247.06 "
274;374;"10/1/2019";"Arshdeep";"Singh";"APAC";"Washing Liquid";10;" $1,182.94 ";" $11,829.41 "
275;375;"10/2/2019";"Umran";"Malik";"APAC";"Detergent";20;" $1,187.06 ";" $23,741.18 "
276;376;"10/3/2019";"Kuldeep";"Sen";"APAC";"Diapers";30;" $1,191.18 ";" $35,735.29 "
277;377;"10/4/2019";"Mohammed";"Siraj";"APAC";"Comb";40;" $1,195.29 ";" $47,811.76 "
278;378;"10/5/2019";"Vijay";"Shankar";"APAC";"Utensils";50;" $1,199.41 ";" $59,970.59 "
279;379;"10/6/2019";"Shubman";"Gill";"APAC";"Vegetables";60;" $1,203.53 ";" $72,211.76 "
280;380;"10/7/2019";"Shivam";"Dube";"APAC";"Fruits";70;" $1,207.65 ";" $84,535.29 "
281;381;"10/8/2019";"Navdeep";"Saini";"APAC";"Soap";80;" $1,211.76 ";" $96,941.18 "
282;382;"10/9/2019";"Mayank";"Agarwal";"APAC";"Shampoo";90;" $1,215.88 ";" $109,429.41 "
283;383;"10/10/2019";"Prithvi";"Shaw";"APAC";"Powder";100;" $1,220.00 ";" $122,000.00 "
284;384;"10/11/2019";"T.";"Natarajan";"APAC";"Washing Liquid";110;" $1,224.12 ";" $134,652.94 "
285;385;"10/12/2019";"Krunal";"Pandya";"APAC";"Detergent";120;" $1,228.24 ";" $147,388.24 "
286;386;"10/13/2019";"Prasidh";"Krishna";"APAC";"Diapers";130;" $1,232.35 ";" $160,205.88 "
287;387;"10/14/2019";"Ishan";"Kishandagger";"APAC";"Comb";10;" $1,236.47 ";" $12,364.71 "
288;388;"10/15/2019";"Suryakumar";"Yadav";"APAC";"Utensils";20;" $1,240.59 ";" $24,811.76 "
289;389;"10/16/2019";"Rahul";"Chahar";"APAC";"Vegetables";30;" $1,244.71 ";" $37,341.18 "
290;390;"10/17/2019";"Krishnappa";"Gowtham";"APAC";"Fruits";40;" $1,248.82 ";" $49,952.94 "
291;391;"10/18/2019";"Nitish";"Rana";"APAC";"Soap";50;" $1,252.94 ";" $62,647.06 "
292;392;"10/19/2019";"Chetan";"Sakariya";"APAC";"Shampoo";60;" $1,257.06 ";" $75,423.53 "
293;393;"10/20/2019";"Sanju";"Samsondagger";"APAC";"Powder";70;" $1,261.18 ";" $88,282.35 "
294;394;"10/21/2019";"Venkatesh";"Iyer";"APAC";"Washing Liquid";80;" $1,265.29 ";" $101,223.53 "
295;395;"10/22/2019";"Deepak";"Hooda";"APAC";"Detergent";90;" $1,269.41 ";" $114,247.06 "
296;396;"10/23/2019";"Avesh";"Khan";"APAC";"Diapers";100;" $1,273.53 ";" $127,352.94 "
297;397;"10/24/2019";"Ruturaj";"Gaikwad";"APAC";"Comb";110;" $1,277.65 ";" $140,541.18 "
298;398;"10/25/2019";"Ravi";"Bishnoi";"APAC";"Utensils";120;" $1,281.76 ";" $153,811.76 "
299;399;"10/26/2019";"Shahbaz";"Ahmed";"APAC";"Vegetables";130;" $1,285.88 ";" $167,164.71 "
300;400;"10/27/2019";"Arshdeep";"Singh";"APAC";"Fruits";10;" $1,290.00 ";" $12,900.00 "
