"Customer_ID";"Order_ID";"Order_Date";"Customer_First_Name";"Customer_Second_Name";"Region";"Product_Name";"Quantity_Purchased";"Cost_Per_Item";"Total_Sales"
698;798;"4/8/2019";"Sue";"Bird";"AMERICAS";"Utensils";75;" $458.24 ";" $34,367.65 "
722;822;"5/2/2019";"Sven";"Kramer";"AMERICAS";"Shampoo";55;" $557.06 ";" $30,638.24 "
725;825;"5/5/2019";"Sven";"Fischer";"AMERICAS";"Detergent";85;" $569.41 ";" $48,400.00 "
626;726;"1/26/2019";"Svetlana";"Romashina";"AMERICAS";"Diapers";135;" $161.76 ";" $21,838.24 "
867;967;"9/24/2019";"Svetlana";"Romashina";"AMERICAS";"Comb";75;" $1,154.12 ";" $86,558.82 "
812;912;"7/31/2019";"Sylvia";"Fowles";"AMERICAS";"Shampoo";45;" $927.65 ";" $41,744.12 "
654;754;"2/23/2019";"Takashi";"Ono";"AMERICAS";"Washing Liquid";25;" $277.06 ";" $6,926.47 "
895;995;"10/22/2019";"Takashi";"Ono";"AMERICAS";"Detergent";95;" $1,269.41 ";" $120,594.12 "
806;906;"7/25/2019";"Tamás";"Darnyi";"AMERICAS";"Diapers";115;" $902.94 ";" $103,838.24 "
803;903;"7/22/2019";"Tamika";"Catchings";"AMERICAS";"Powder";85;" $890.59 ";" $75,700.00 "
792;892;"7/11/2019";"Teresa";"Edwards";"AMERICAS";"Shampoo";105;" $845.29 ";" $88,755.88 "
751;851;"5/31/2019";"Therese";"Johaug";"AMERICAS";"Soap";85;" $676.47 ";" $57,500.00 "
683;783;"3/24/2019";"Thomas";"Alsgaard";"AMERICAS";"Powder";55;" $396.47 ";" $21,805.88 "
838;938;"8/26/2019";"Thomas";"Wassberg";"AMERICAS";"Utensils";45;" $1,034.71 ";" $46,561.76 "
823;923;"8/11/2019";"Thorsten";"Margis";"AMERICAS";"Powder";25;" $972.94 ";" $24,323.53 "
647;747;"2/16/2019";"Tobias";"Arlt";"AMERICAS";"Comb";85;" $248.24 ";" $21,100.00 "
653;753;"2/22/2019";"Tobias";"Wendl";"AMERICAS";"Powder";15;" $272.94 ";" $4,094.12 "
888;988;"10/15/2019";"Tobias";"Arlt";"AMERICAS";"Utensils";25;" $1,240.59 ";" $31,014.71 "
894;994;"10/21/2019";"Tobias";"Wendl";"AMERICAS";"Washing Liquid";85;" $1,265.29 ";" $107,550.00 "
673;773;"3/14/2019";"Tom";"Jager";"AMERICAS";"Powder";85;" $355.29 ";" $30,200.00 "
614;714;"1/14/2019";"Usain";"Bolt";"AMERICAS";"Washing Liquid";15;" $112.35 ";" $1,685.29 "
855;955;"9/12/2019";"Usain";"Bolt";"AMERICAS";"Detergent";85;" $1,104.71 ";" $93,900.00 "
775;875;"6/24/2019";"Valentin";"Muratov";"AMERICAS";"Detergent";65;" $775.29 ";" $50,394.12 "
635;735;"2/4/2019";"Valentina";"Vezzali";"AMERICAS";"Detergent";95;" $198.82 ";" $18,888.24 "
876;976;"10/3/2019";"Valentina";"Vezzali";"AMERICAS";"Diapers";35;" $1,191.18 ";" $41,691.18 "
784;884;"7/3/2019";"Venus";"Williams";"AMERICAS";"Washing Liquid";25;" $812.35 ";" $20,308.82 "
619;719;"1/19/2019";"V?ra";"?áslavská";"AMERICAS";"Vegetables";65;" $132.94 ";" $8,641.18 "
860;960;"9/17/2019";"V?ra";"?áslavská";"AMERICAS";"Fruits";135;" $1,125.29 ";" $151,914.71 "
620;720;"1/20/2019";"Viktor";"Chukarin";"AMERICAS";"Fruits";75;" $137.06 ";" $10,279.41 "
642;742;"2/11/2019";"Viktor";"Ahn";"AMERICAS";"Shampoo";35;" $227.65 ";" $7,967.65 "
756;856;"6/5/2019";"Viktor";"Sidyak";"AMERICAS";"Diapers";135;" $697.06 ";" $94,102.94 "
820;920;"8/8/2019";"Viktor";"Krovopuskov";"AMERICAS";"Fruits";125;" $960.59 ";" $120,073.53 "
861;961;"9/18/2019";"Viktor";"Chukarin";"AMERICAS";"Soap";15;" $1,129.41 ";" $16,941.18 "
883;983;"10/10/2019";"Viktor";"Ahn";"AMERICAS";"Powder";105;" $1,220.00 ";" $128,100.00 "
660;760;"3/1/2019";"Ville";"Ritola";"AMERICAS";"Fruits";85;" $301.76 ";" $25,650.00 "
799;899;"7/18/2019";"Viorica";"Susanu";"AMERICAS";"Vegetables";45;" $874.12 ";" $39,335.29 "
639;739;"2/8/2019";"Vitaly";"Scherbo";"AMERICAS";"Vegetables";135;" $215.29 ";" $29,064.71 "
880;980;"10/7/2019";"Vitaly";"Scherbo";"AMERICAS";"Fruits";75;" $1,207.65 ";" $90,573.53 "
762;862;"6/11/2019";"Vladimir";"Artemov";"AMERICAS";"Shampoo";65;" $721.76 ";" $46,914.71 "
832;932;"8/20/2019";"Vladimir";"Salnikov";"AMERICAS";"Shampoo";115;" $1,010.00 ";" $116,150.00 "
760;860;"6/9/2019";"Wang";"Meng";"AMERICAS";"Fruits";45;" $713.53 ";" $32,108.82 "
782;882;"7/1/2019";"Wang";"Nan";"AMERICAS";"Shampoo";135;" $804.12 ";" $108,555.88 "
677;777;"3/18/2019";"Willis";"A.";"AMERICAS";"Comb";125;" $371.76 ";" $46,470.59 "
682;782;"3/23/2019";"Wu";"Minxia";"AMERICAS";"Shampoo";45;" $392.35 ";" $17,655.88 "
770;870;"6/19/2019";"Yana";"Klochkova";"AMERICAS";"Fruits";15;" $754.71 ";" $11,320.59 "
768;868;"6/17/2019";"Yevgeny";"Grishin";"AMERICAS";"Utensils";125;" $746.47 ";" $93,308.82 "
666;766;"3/7/2019";"Yukio";"Endo";"AMERICAS";"Diapers";15;" $326.47 ";" $4,897.06 "
841;941;"8/29/2019";"Zhang";"Yining";"AMERICAS";"Soap";75;" $1,047.06 ";" $78,529.41 "
697;797;"4/7/2019";"Zou";"Kai";"AMERICAS";"Comb";65;" $454.12 ";" $29,517.65 "
610;710;"1/10/2019";"Wang";"Nan";"AMERICAS";"Fruits";105;" $88.57 ";" $9,300.00 "
627;727;"1/27/2019";"Willis";"A.";"AMERICAS";"Comb";15;" $165.88 ";" $2,488.24 "
633;733;"2/2/2019";"Wu";"Minxia";"AMERICAS";"Powder";75;" $190.59 ";" $14,294.12 "
640;740;"2/9/2019";"Yana";"Klochkova";"AMERICAS";"Fruits";15;" $219.41 ";" $3,291.18 "
644;744;"2/13/2019";"Yevgeny";"Grishin";"AMERICAS";"Washing Liquid";55;" $235.88 ";" $12,973.53 "
676;776;"3/17/2019";"Yukio";"Endo";"AMERICAS";"Diapers";115;" $367.65 ";" $42,279.41 "
681;781;"3/22/2019";"Zhang";"Yining";"AMERICAS";"Soap";35;" $388.24 ";" $13,588.24 "
707;807;"4/17/2019";"Zou";"Kai";"AMERICAS";"Comb";35;" $495.29 ";" $17,335.29 "
709;809;"4/19/2019";"Wang";"Nan";"AMERICAS";"Vegetables";55;" $503.53 ";" $27,694.12 "
789;889;"7/8/2019";"Willis";"A.";"AMERICAS";"Vegetables";75;" $832.94 ";" $62,470.59 "
797;897;"7/16/2019";"Wu";"Minxia";"AMERICAS";"Comb";25;" $865.88 ";" $21,647.06 "
836;936;"8/24/2019";"Yana";"Klochkova";"AMERICAS";"Diapers";25;" $1,026.47 ";" $25,661.76 "
851;951;"9/8/2019";"Yevgeny";"Grishin";"AMERICAS";"Soap";45;" $1,088.24 ";" $48,970.59 "
868;968;"9/25/2019";"Yukio";"Endo";"AMERICAS";"Utensils";85;" $1,158.24 ";" $98,450.00 "
874;974;"10/1/2019";"Zhang";"Yining";"AMERICAS";"Washing Liquid";15;" $1,182.94 ";" $17,744.12 "
881;981;"10/8/2019";"Zou";"Kai";"AMERICAS";"Soap";85;" $1,211.76 ";" $103,000.00 "
885;985;"10/12/2019";"Wang";"Nan";"AMERICAS";"Detergent";125;" $1,228.24 ";" $153,529.41 "
